UniProt_AC,InterPro_ID,InterPro_Name,Signature_ID,Start,End
Q53EP0,IPR003961,Fibronectin type III,SM00060,572,656
Q53EP0,IPR003961,Fibronectin type III,SM00060,671,752
Q53EP0,IPR003961,Fibronectin type III,SM00060,767,846
Q53EP0,IPR003961,Fibronectin type III,SM00060,869,944
Q53EP0,IPR003961,Fibronectin type III,SM00060,958,1039
Q53EP0,IPR003961,Fibronectin type III,SM00060,1054,1134
Q53EP0,IPR003961,Fibronectin type III,cd00063,280,374
Q53EP0,IPR003961,Fibronectin type III,cd00063,379,470
Q53EP0,IPR003961,Fibronectin type III,cd00063,478,567
Q53EP0,IPR003961,Fibronectin type III,cd00063,572,666
Q53EP0,IPR003961,Fibronectin type III,cd00063,671,762
Q53EP0,IPR003961,Fibronectin type III,cd00063,767,856
Q53EP0,IPR003961,Fibronectin type III,cd00063,886,954
Q53EP0,IPR003961,Fibronectin type III,cd00063,970,1049
Q53EP0,IPR003961,Fibronectin type III,cd00063,1054,1127
Q53EP0,IPR036116,Fibronectin type III superfamily,SSF49265,268,389
Q53EP0,IPR036116,Fibronectin type III superfamily,SSF49265,378,572
Q53EP0,IPR036116,Fibronectin type III superfamily,SSF49265,570,767
Q53EP0,IPR036116,Fibronectin type III superfamily,SSF49265,765,959
Q53EP0,IPR036116,Fibronectin type III superfamily,SSF49265,957,1130
Q53EV4,IPR001611,Leucine-rich repeat,PS51450,92,113
Q53EV4,IPR001611,Leucine-rich repeat,PS51450,201,222
Q53EV4,IPR001611,Leucine-rich repeat,PS51450,223,244
Q53EV4,IPR001611,Leucine-rich repeat,PS51450,246,267
Q53G59,IPR000210,BTB/POZ domain,PF00651,23,129
Q53G59,IPR000210,BTB/POZ domain,PS50097,33,100
Q53G59,IPR000210,BTB/POZ domain,SM00225,33,130
Q53G59,IPR006652,Kelch repeat type 1,PF01344,280,314
Q53G59,IPR006652,Kelch repeat type 1,PF01344,319,366
Q53G59,IPR006652,Kelch repeat type 1,SM00612,282,329
Q53G59,IPR006652,Kelch repeat type 1,SM00612,330,379
Q53G59,IPR006652,Kelch repeat type 1,SM00612,380,426
Q53G59,IPR006652,Kelch repeat type 1,SM00612,427,473
Q53G59,IPR006652,Kelch repeat type 1,SM00612,474,520
Q53G59,IPR006652,Kelch repeat type 1,SM00612,521,567
Q53G59,IPR015915,Kelch-type beta-propeller,G3DSA:2.120.10.80,267,567
Q53G59,IPR015915,Kelch-type beta-propeller,SSF117281,280,482
Q53GG5,IPR001478,PDZ domain,PF00595,8,80
Q53GG5,IPR001478,PDZ domain,PS50106,9,84
Q53GG5,IPR001478,PDZ domain,SM00228,11,84
Q53GG5,IPR036034,PDZ superfamily,G3DSA:2.30.42.10,1,98
Q53GG5,IPR036034,PDZ superfamily,SSF50156,5,90
Q53GT1,IPR000210,BTB/POZ domain,PF00651,42,143
Q53GT1,IPR000210,BTB/POZ domain,PS50097,50,117
Q53GT1,IPR000210,BTB/POZ domain,SM00225,50,147
Q53GT1,IPR006652,Kelch repeat type 1,PF01344,486,527
Q53GT1,IPR006652,Kelch repeat type 1,PF01344,538,578
Q53GT1,IPR006652,Kelch repeat type 1,SM00612,299,349
Q53GT1,IPR006652,Kelch repeat type 1,SM00612,350,399
Q53GT1,IPR006652,Kelch repeat type 1,SM00612,400,446
Q53GT1,IPR006652,Kelch repeat type 1,SM00612,447,493
Q53GT1,IPR006652,Kelch repeat type 1,SM00612,494,544
Q53GT1,IPR006652,Kelch repeat type 1,SM00612,545,593
Q53GT1,IPR015915,Kelch-type beta-propeller,G3DSA:2.120.10.80,286,597
Q53GT1,IPR015915,Kelch-type beta-propeller,SSF117281,299,590
Q53H47,IPR001214,SET domain,PF00856,150,262
Q53H47,IPR001214,SET domain,PS50280,139,263
Q53H47,IPR001214,SET domain,SM00317,139,269
Q53HC5,IPR000210,BTB/POZ domain,PF00651,55,157
Q53HC5,IPR000210,BTB/POZ domain,PS50097,63,130
Q53HC5,IPR000210,BTB/POZ domain,SM00225,63,160
Q53HC5,IPR006652,Kelch repeat type 1,PF01344,409,440
Q53HC5,IPR006652,Kelch repeat type 1,PF01344,452,495
Q53HC5,IPR006652,Kelch repeat type 1,PF01344,497,546
Q53HC5,IPR006652,Kelch repeat type 1,PF01344,551,590
Q53HC5,IPR006652,Kelch repeat type 1,SM00612,310,361
Q53HC5,IPR006652,Kelch repeat type 1,SM00612,362,413
Q53HC5,IPR006652,Kelch repeat type 1,SM00612,414,460
Q53HC5,IPR006652,Kelch repeat type 1,SM00612,461,508
Q53HC5,IPR006652,Kelch repeat type 1,SM00612,509,559
Q53HC5,IPR006652,Kelch repeat type 1,SM00612,560,606
Q53HC5,IPR015915,Kelch-type beta-propeller,G3DSA:2.120.10.80,297,608
Q53HC5,IPR015915,Kelch-type beta-propeller,SSF117281,311,604
Q53HC9,IPR001680,WD40 repeat,PF00400,339,373
Q53HC9,IPR001680,WD40 repeat,PS50082,224,260
Q53HC9,IPR001680,WD40 repeat,SM00320,122,163
Q53HC9,IPR001680,WD40 repeat,SM00320,172,213
Q53HC9,IPR001680,WD40 repeat,SM00320,216,257
Q53HC9,IPR001680,WD40 repeat,SM00320,261,301
Q53HC9,IPR001680,WD40 repeat,SM00320,336,376
Q53HC9,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,9,382
Q53LP3,IPR002110,Ankyrin repeat,PF12796,272,372
Q53LP3,IPR002110,Ankyrin repeat,PS50088,340,361
Q53LP3,IPR002110,Ankyrin repeat,SM00248,301,329
Q53LP3,IPR002110,Ankyrin repeat,SM00248,340,370
Q53RE8,IPR002110,Ankyrin repeat,PF12796,91,152
Q53RE8,IPR002110,Ankyrin repeat,PF13637,35,84
Q53RE8,IPR002110,Ankyrin repeat,PR01415,64,79
Q53RE8,IPR002110,Ankyrin repeat,PR01415,112,126
Q53RE8,IPR002110,Ankyrin repeat,PS50088,63,95
Q53RE8,IPR002110,Ankyrin repeat,PS50088,96,128
Q53RE8,IPR002110,Ankyrin repeat,PS50088,129,161
Q53RE8,IPR002110,Ankyrin repeat,SM00248,30,59
Q53RE8,IPR002110,Ankyrin repeat,SM00248,63,92
Q53RE8,IPR002110,Ankyrin repeat,SM00248,96,125
Q53RE8,IPR002110,Ankyrin repeat,SM00248,129,158
Q562E7,IPR001680,WD40 repeat,PF00400,1641,1675
Q562E7,IPR001680,WD40 repeat,PS50082,1644,1675
Q562E7,IPR001680,WD40 repeat,SM00320,1637,1676
Q562E7,IPR001680,WD40 repeat,SM00320,1686,1723
Q562E7,IPR001680,WD40 repeat,SM00320,1726,1768
Q562E7,IPR001680,WD40 repeat,SM00320,1771,1814
Q562E7,IPR001680,WD40 repeat,SM00320,1817,1855
Q562E7,IPR001680,WD40 repeat,SM00320,1900,1941
Q562E7,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,1623,1779
Q562E7,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,1780,1940
Q562E7,IPR036322,WD40-repeat-containing domain superfamily,SSF50978,1635,1939
Q58EX2,IPR003961,Fibronectin type III,PF00041,599,681
Q58EX2,IPR003961,Fibronectin type III,PF00041,693,783
Q58EX2,IPR003961,Fibronectin type III,PF00041,794,885
Q58EX2,IPR003961,Fibronectin type III,PF00041,897,983
Q58EX2,IPR003961,Fibronectin type III,PF00041,995,1087
Q58EX2,IPR003961,Fibronectin type III,PF00041,1099,1191
Q58EX2,IPR003961,Fibronectin type III,PF00041,1202,1290
Q58EX2,IPR003961,Fibronectin type III,PF00041,1303,1391
Q58EX2,IPR003961,Fibronectin type III,PF00041,1408,1492
Q58EX2,IPR003961,Fibronectin type III,PF00041,1504,1615
Q58EX2,IPR003961,Fibronectin type III,PF00041,1626,1717
Q58EX2,IPR003961,Fibronectin type III,PF00041,1725,1805
Q58EX2,IPR003961,Fibronectin type III,PF00041,1835,1917
Q58EX2,IPR003961,Fibronectin type III,PS50853,592,688
Q58EX2,IPR003961,Fibronectin type III,PS50853,693,789
Q58EX2,IPR003961,Fibronectin type III,PS50853,794,893
Q58EX2,IPR003961,Fibronectin type III,PS50853,897,991
Q58EX2,IPR003961,Fibronectin type III,PS50853,995,1094
Q58EX2,IPR003961,Fibronectin type III,PS50853,1099,1197
Q58EX2,IPR003961,Fibronectin type III,PS50853,1202,1299
Q58EX2,IPR003961,Fibronectin type III,PS50853,1303,1397
Q58EX2,IPR003961,Fibronectin type III,PS50853,1402,1499
Q58EX2,IPR003961,Fibronectin type III,PS50853,1504,1621
Q58EX2,IPR003961,Fibronectin type III,PS50853,1626,1722
Q58EX2,IPR003961,Fibronectin type III,PS50853,1726,1821
Q58EX2,IPR003961,Fibronectin type III,PS50853,1824,1923
Q58EX2,IPR003961,Fibronectin type III,SM00060,590,674
Q58EX2,IPR003961,Fibronectin type III,SM00060,690,776
Q58EX2,IPR003961,Fibronectin type III,SM00060,792,880
Q58EX2,IPR003961,Fibronectin type III,SM00060,895,977
Q58EX2,IPR003961,Fibronectin type III,SM00060,993,1080
Q58EX2,IPR003961,Fibronectin type III,SM00060,1097,1184
Q58EX2,IPR003961,Fibronectin type III,SM00060,1200,1285
Q58EX2,IPR003961,Fibronectin type III,SM00060,1301,1384
Q58EX2,IPR003961,Fibronectin type III,SM00060,1400,1485
Q58EX2,IPR003961,Fibronectin type III,SM00060,1502,1608
Q58EX2,IPR003961,Fibronectin type III,SM00060,1624,1709
Q58EX2,IPR003961,Fibronectin type III,SM00060,1724,1811
Q58EX2,IPR003961,Fibronectin type III,SM00060,1825,1909
Q58EX2,IPR003961,Fibronectin type III,cd00063,590,681
Q58EX2,IPR003961,Fibronectin type III,cd00063,693,786
Q58EX2,IPR003961,Fibronectin type III,cd00063,794,890
Q58EX2,IPR003961,Fibronectin type III,cd00063,895,983
Q58EX2,IPR003961,Fibronectin type III,cd00063,993,1087
Q58EX2,IPR003961,Fibronectin type III,cd00063,1099,1194
Q58EX2,IPR003961,Fibronectin type III,cd00063,1201,1290
Q58EX2,IPR003961,Fibronectin type III,cd00063,1301,1394
Q58EX2,IPR003961,Fibronectin type III,cd00063,1400,1484
Q58EX2,IPR003961,Fibronectin type III,cd00063,1503,1616
Q58EX2,IPR003961,Fibronectin type III,cd00063,1626,1719
Q58EX2,IPR003961,Fibronectin type III,cd00063,1724,1805
Q58EX2,IPR003961,Fibronectin type III,cd00063,1837,1916
Q58EX2,IPR036116,Fibronectin type III superfamily,SSF49265,589,791
Q58EX2,IPR036116,Fibronectin type III superfamily,SSF49265,791,982
Q58EX2,IPR036116,Fibronectin type III superfamily,SSF49265,992,1199
Q58EX2,IPR036116,Fibronectin type III superfamily,SSF49265,1201,1395
Q58EX2,IPR036116,Fibronectin type III superfamily,SSF49265,1398,1543
Q58EX2,IPR036116,Fibronectin type III superfamily,SSF49265,1556,1724
Q58EX2,IPR036116,Fibronectin type III superfamily,SSF49265,1723,1919
Q58F21,IPR001487,Bromodomain,PF00439,39,120
Q58F21,IPR001487,Bromodomain,PF00439,276,362
Q58F21,IPR001487,Bromodomain,PR00503,47,60
Q58F21,IPR001487,Bromodomain,PR00503,63,79
Q58F21,IPR001487,Bromodomain,PR00503,79,97
Q58F21,IPR001487,Bromodomain,PR00503,340,359
Q58F21,IPR001487,Bromodomain,PS50014,44,116
Q58F21,IPR001487,Bromodomain,PS50014,287,359
Q58F21,IPR001487,Bromodomain,SM00297,25,135
Q58F21,IPR001487,Bromodomain,SM00297,269,378
Q58F21,IPR036427,Bromodomain-like superfamily,G3DSA:1.20.920.10,18,145
Q58F21,IPR036427,Bromodomain-like superfamily,G3DSA:1.20.920.10,258,383
Q58F21,IPR036427,Bromodomain-like superfamily,SSF47370,14,138
Q58F21,IPR036427,Bromodomain-like superfamily,SSF47370,261,378
Q58WW2,IPR001680,WD40 repeat,PF00400,42,75
Q58WW2,IPR001680,WD40 repeat,PF00400,136,170
Q58WW2,IPR001680,WD40 repeat,PF00400,762,789
Q58WW2,IPR001680,WD40 repeat,SM00320,40,79
Q58WW2,IPR001680,WD40 repeat,SM00320,82,124
Q58WW2,IPR001680,WD40 repeat,SM00320,130,170
Q58WW2,IPR001680,WD40 repeat,SM00320,184,220
Q58WW2,IPR001680,WD40 repeat,SM00320,238,281
Q58WW2,IPR001680,WD40 repeat,SM00320,706,747
Q58WW2,IPR001680,WD40 repeat,SM00320,750,789
Q58WW2,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,34,314
Q58WW2,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,623,807
Q58WW2,IPR036322,WD40-repeat-containing domain superfamily,SSF50978,38,788
Q59H18,IPR002110,Ankyrin repeat,PF12796,58,128
Q59H18,IPR002110,Ankyrin repeat,PF12796,138,232
Q59H18,IPR002110,Ankyrin repeat,PF12796,310,403
Q59H18,IPR002110,Ankyrin repeat,PF13637,247,287
Q59H18,IPR002110,Ankyrin repeat,PR01415,270,285
Q59H18,IPR002110,Ankyrin repeat,PR01415,355,369
Q59H18,IPR002110,Ankyrin repeat,PS50088,100,132
Q59H18,IPR002110,Ankyrin repeat,PS50088,133,165
Q59H18,IPR002110,Ankyrin repeat,PS50088,169,198
Q59H18,IPR002110,Ankyrin repeat,PS50088,199,231
Q59H18,IPR002110,Ankyrin repeat,PS50088,269,301
Q59H18,IPR002110,Ankyrin repeat,PS50088,339,371
Q59H18,IPR002110,Ankyrin repeat,SM00248,66,96
Q59H18,IPR002110,Ankyrin repeat,SM00248,100,129
Q59H18,IPR002110,Ankyrin repeat,SM00248,133,162
Q59H18,IPR002110,Ankyrin repeat,SM00248,166,195
Q59H18,IPR002110,Ankyrin repeat,SM00248,199,230
Q59H18,IPR002110,Ankyrin repeat,SM00248,234,265
Q59H18,IPR002110,Ankyrin repeat,SM00248,269,300
Q59H18,IPR002110,Ankyrin repeat,SM00248,304,335
Q59H18,IPR002110,Ankyrin repeat,SM00248,339,368
Q59H18,IPR002110,Ankyrin repeat,SM00248,381,410
Q5BKY1,IPR001611,Leucine-rich repeat,PF13855,52,110
Q5BKY1,IPR001611,Leucine-rich repeat,PS51450,53,74
Q5BKY1,IPR001611,Leucine-rich repeat,PS51450,99,120
Q5BKY1,IPR001611,Leucine-rich repeat,PS51450,168,189
Q5C9Z4,IPR003890,"MIF4G-like, type 3",PF02854,363,558
Q5C9Z4,IPR003890,"MIF4G-like, type 3",SM00543,362,559
Q5CZ79,IPR002110,Ankyrin repeat,PF00023,132,164
Q5CZ79,IPR002110,Ankyrin repeat,PF00023,167,196
Q5CZ79,IPR002110,Ankyrin repeat,PF00023,200,229
Q5CZ79,IPR002110,Ankyrin repeat,PF12796,37,130
Q5CZ79,IPR002110,Ankyrin repeat,PS50088,66,98
Q5CZ79,IPR002110,Ankyrin repeat,PS50088,99,131
Q5CZ79,IPR002110,Ankyrin repeat,PS50088,132,164
Q5CZ79,IPR002110,Ankyrin repeat,PS50088,165,197
Q5CZ79,IPR002110,Ankyrin repeat,SM00248,66,95
Q5CZ79,IPR002110,Ankyrin repeat,SM00248,99,128
Q5CZ79,IPR002110,Ankyrin repeat,SM00248,132,161
Q5CZ79,IPR002110,Ankyrin repeat,SM00248,165,194
Q5CZ79,IPR002110,Ankyrin repeat,SM00248,198,227
Q5CZ79,IPR002110,Ankyrin repeat,SM00248,231,260
Q5DID0,IPR003961,Fibronectin type III,PS50853,702,791
Q5DID0,IPR003961,Fibronectin type III,SM00060,312,384
Q5DID0,IPR003961,Fibronectin type III,SM00060,703,778
Q5DID0,IPR003961,Fibronectin type III,cd00063,703,772
Q5DID0,IPR011489,EMI domain,PS51041,33,106
Q5DID0,IPR036116,Fibronectin type III superfamily,SSF49265,314,778
Q5DT21,IPR002350,Kazal domain,PF00050,32,86
Q5DT21,IPR002350,Kazal domain,PS00282,46,68
Q5DT21,IPR002350,Kazal domain,PS51465,26,86
Q5DT21,IPR002350,Kazal domain,SM00280,31,86
Q5DT21,IPR036058,Kazal domain superfamily,SSF100895,28,86
Q5EBL8,IPR001478,PDZ domain,PF00595,47,124
Q5EBL8,IPR001478,PDZ domain,PS50106,47,117
Q5EBL8,IPR001478,PDZ domain,SM00228,56,128
Q5EBL8,IPR036034,PDZ superfamily,G3DSA:2.30.42.10,33,128
Q5EBL8,IPR036034,PDZ superfamily,SSF50156,36,125
Q5FWF7,IPR001810,F-box domain,PF12937,36,81
Q5FWF7,IPR001810,F-box domain,PS50181,32,79
Q5FWF7,IPR001810,F-box domain,SM00256,38,79
Q5FWF7,IPR036047,F-box-like domain superfamily,SSF81383,31,128
Q5H9F3,IPR002110,Ankyrin repeat,PF12796,1500,1591
Q5H9F3,IPR002110,Ankyrin repeat,PS50088,1529,1561
Q5H9F3,IPR002110,Ankyrin repeat,PS50088,1562,1594
Q5H9F3,IPR002110,Ankyrin repeat,SM00248,1495,1525
Q5H9F3,IPR002110,Ankyrin repeat,SM00248,1529,1558
Q5H9F3,IPR002110,Ankyrin repeat,SM00248,1562,1591
Q5H9R4,IPR000225,Armadillo,PS50176,2083,2120
Q5HYC2,IPR001487,Bromodomain,PF00439,137,183
Q5HYC2,IPR036427,Bromodomain-like superfamily,G3DSA:1.20.920.10,69,199
Q5HYC2,IPR036427,Bromodomain-like superfamily,SSF47370,137,196
Q5HYK7,IPR001452,SH3 domain,PF00018,501,546
Q5HYK7,IPR001452,SH3 domain,PF00018,577,621
Q5HYK7,IPR001452,SH3 domain,PF00018,668,712
Q5HYK7,IPR001452,SH3 domain,PF07653,419,472
Q5HYK7,IPR001452,SH3 domain,PF14604,737,785
Q5HYK7,IPR001452,SH3 domain,PR00452,733,743
Q5HYK7,IPR001452,SH3 domain,PR00452,747,762
Q5HYK7,IPR001452,SH3 domain,PR00452,775,787
Q5HYK7,IPR001452,SH3 domain,PS50002,415,477
Q5HYK7,IPR001452,SH3 domain,PS50002,495,554
Q5HYK7,IPR001452,SH3 domain,PS50002,571,630
Q5HYK7,IPR001452,SH3 domain,PS50002,661,720
Q5HYK7,IPR001452,SH3 domain,PS50002,730,789
Q5HYK7,IPR001452,SH3 domain,SM00326,418,473
Q5HYK7,IPR001452,SH3 domain,SM00326,498,553
Q5HYK7,IPR001452,SH3 domain,SM00326,574,629
Q5HYK7,IPR001452,SH3 domain,SM00326,664,719
Q5HYK7,IPR001452,SH3 domain,SM00326,733,788
Q5HYK7,IPR036028,SH3-like domain superfamily,SSF50044,399,486
Q5HYK7,IPR036028,SH3-like domain superfamily,SSF50044,491,552
Q5HYK7,IPR036028,SH3-like domain superfamily,SSF50044,559,639
Q5HYK7,IPR036028,SH3-like domain superfamily,SSF50044,661,724
Q5HYK7,IPR036028,SH3-like domain superfamily,SSF50044,728,788
Q5I0X7,IPR011990,Tetratricopeptide-like helical domain superfamily,G3DSA:1.25.40.10,3,151
Q5I0X7,IPR011990,Tetratricopeptide-like helical domain superfamily,SSF48452,10,137
Q5I0X7,IPR019734,Tetratricopeptide repeat,PF00515,95,125
Q5I0X7,IPR019734,Tetratricopeptide repeat,PF13181,58,90
Q5I0X7,IPR019734,Tetratricopeptide repeat,PS50005,58,91
Q5I0X7,IPR019734,Tetratricopeptide repeat,PS50005,92,125
Q5I0X7,IPR019734,Tetratricopeptide repeat,SM00028,58,91
Q5I0X7,IPR019734,Tetratricopeptide repeat,SM00028,92,125
Q5JPF3,IPR002110,Ankyrin repeat,PF00023,131,158
Q5JPF3,IPR002110,Ankyrin repeat,PF12796,36,128
Q5JPF3,IPR002110,Ankyrin repeat,PF13637,168,217
Q5JPF3,IPR002110,Ankyrin repeat,PS50088,64,96
Q5JPF3,IPR002110,Ankyrin repeat,PS50088,97,129
Q5JPF3,IPR002110,Ankyrin repeat,PS50088,130,162
Q5JPF3,IPR002110,Ankyrin repeat,PS50088,163,195
Q5JPF3,IPR002110,Ankyrin repeat,PS50088,196,228
Q5JPF3,IPR002110,Ankyrin repeat,SM00248,64,93
Q5JPF3,IPR002110,Ankyrin repeat,SM00248,97,126
Q5JPF3,IPR002110,Ankyrin repeat,SM00248,130,159
Q5JPF3,IPR002110,Ankyrin repeat,SM00248,163,192
Q5JPF3,IPR002110,Ankyrin repeat,SM00248,196,225
Q5JPF3,IPR002110,Ankyrin repeat,SM00248,229,258
Q5JRA6,IPR001452,SH3 domain,PF07653,52,104
Q5JRA6,IPR001452,SH3 domain,PS50002,45,107
Q5JRA6,IPR036028,SH3-like domain superfamily,SSF50044,31,124
Q5JS37,IPR001258,NHL repeat,PF01436,213,240
Q5JS37,IPR001258,NHL repeat,PS51125,204,243
Q5JSH3,IPR001680,WD40 repeat,PF00400,509,538
Q5JSH3,IPR001680,WD40 repeat,PF00400,601,633
Q5JSH3,IPR001680,WD40 repeat,PF00400,639,676
Q5JSH3,IPR001680,WD40 repeat,PF00400,792,814
Q5JSH3,IPR001680,WD40 repeat,PS50082,507,542
Q5JSH3,IPR001680,WD40 repeat,PS50082,603,636
Q5JSH3,IPR001680,WD40 repeat,PS50082,643,677
Q5JSH3,IPR001680,WD40 repeat,PS50082,793,814
Q5JSH3,IPR001680,WD40 repeat,SM00320,499,539
Q5JSH3,IPR001680,WD40 repeat,SM00320,596,634
Q5JSH3,IPR001680,WD40 repeat,SM00320,637,676
Q5JSH3,IPR001680,WD40 repeat,SM00320,678,720
Q5JSH3,IPR001680,WD40 repeat,SM00320,728,770
Q5JSH3,IPR001680,WD40 repeat,SM00320,773,814
Q5JSH3,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,496,866
Q5JSH3,IPR036322,WD40-repeat-containing domain superfamily,SSF50978,509,858
Q5JTN6,IPR001680,WD40 repeat,PF00400,14,48
Q5JTN6,IPR001680,WD40 repeat,PF00400,53,91
Q5JTN6,IPR001680,WD40 repeat,PF00400,96,133
Q5JTN6,IPR001680,WD40 repeat,PF00400,138,175
Q5JTN6,IPR001680,WD40 repeat,PF00400,186,218
Q5JTN6,IPR001680,WD40 repeat,PF00400,225,261
Q5JTN6,IPR001680,WD40 repeat,PF00400,265,298
Q5JTN6,IPR001680,WD40 repeat,PS50082,17,58
Q5JTN6,IPR001680,WD40 repeat,PS50082,59,100
Q5JTN6,IPR001680,WD40 repeat,PS50082,101,142
Q5JTN6,IPR001680,WD40 repeat,PS50082,143,177
Q5JTN6,IPR001680,WD40 repeat,PS50082,188,228
Q5JTN6,IPR001680,WD40 repeat,PS50082,229,270
Q5JTN6,IPR001680,WD40 repeat,SM00320,10,49
Q5JTN6,IPR001680,WD40 repeat,SM00320,52,91
Q5JTN6,IPR001680,WD40 repeat,SM00320,94,133
Q5JTN6,IPR001680,WD40 repeat,SM00320,136,175
Q5JTN6,IPR001680,WD40 repeat,SM00320,181,219
Q5JTN6,IPR001680,WD40 repeat,SM00320,222,261
Q5JTN6,IPR001680,WD40 repeat,SM00320,264,303
Q5JTN6,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,7,106
Q5JTN6,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,107,181
Q5JTN6,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,182,312
Q5JTN6,IPR036322,WD40-repeat-containing domain superfamily,SSF50978,12,298
Q5JTW2,IPR001611,Leucine-rich repeat,PF13516,147,166
Q5JTW2,IPR001611,Leucine-rich repeat,PF13516,257,276
Q5JU00,IPR001611,Leucine-rich repeat,PF13516,308,324
Q5JU00,IPR001611,Leucine-rich repeat,PF13516,336,355
Q5JU00,IPR001611,Leucine-rich repeat,PF13516,360,383
Q5JU00,IPR001611,Leucine-rich repeat,PF13516,388,402
Q5JU00,IPR001611,Leucine-rich repeat,PF13516,417,437
Q5JV73,IPR001478,PDZ domain,PF00595,30,94
Q5JV73,IPR001478,PDZ domain,PS50106,21,98
Q5JV73,IPR001478,PDZ domain,SM00228,28,98
Q5JV73,IPR036034,PDZ superfamily,G3DSA:2.30.42.10,14,104
Q5JV73,IPR036034,PDZ superfamily,SSF50156,13,100
Q5JZY3,IPR001090,Ephrin receptor ligand binding domain,PF01404,37,211
Q5JZY3,IPR001090,Ephrin receptor ligand binding domain,PS51550,35,216
Q5JZY3,IPR001090,Ephrin receptor ligand binding domain,SM00615,35,211
Q5JZY3,IPR001660,Sterile alpha motif domain,PF00536,934,994
Q5JZY3,IPR001660,Sterile alpha motif domain,PS50105,933,997
Q5JZY3,IPR001660,Sterile alpha motif domain,SM00454,930,997
Q5JZY3,IPR003961,Fibronectin type III,PF00041,339,431
Q5JZY3,IPR003961,Fibronectin type III,PF00041,463,534
Q5JZY3,IPR003961,Fibronectin type III,PS50853,340,452
Q5JZY3,IPR003961,Fibronectin type III,PS50853,456,554
Q5JZY3,IPR003961,Fibronectin type III,SM00060,338,435
Q5JZY3,IPR003961,Fibronectin type III,SM00060,451,537
Q5JZY3,IPR003961,Fibronectin type III,cd00063,338,435
Q5JZY3,IPR003961,Fibronectin type III,cd00063,451,531
Q5JZY3,IPR036116,Fibronectin type III superfamily,SSF49265,337,534
Q5K651,IPR001660,Sterile alpha motif domain,PF00536,12,67
Q5K651,IPR001660,Sterile alpha motif domain,PS50105,14,60
Q5K651,IPR001660,Sterile alpha motif domain,SM00454,11,77
Q5M775,IPR001715,Calponin homology domain,PF00307,964,1067
Q5M775,IPR001715,Calponin homology domain,PS50021,962,1067
Q5M775,IPR001715,Calponin homology domain,SM00033,964,1062
Q5MNV8,IPR001810,F-box domain,PF00646,47,78
Q5MNV8,IPR001810,F-box domain,PS50181,41,91
Q5MNV8,IPR036047,F-box-like domain superfamily,SSF81383,37,78
Q5MNZ6,IPR001680,WD40 repeat,SM00320,174,214
Q5MNZ6,IPR001680,WD40 repeat,SM00320,217,258
Q5MNZ6,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,15,291
Q5MNZ6,IPR036322,WD40-repeat-containing domain superfamily,SSF50978,6,272
Q5MNZ9,IPR001680,WD40 repeat,SM00320,175,215
Q5MNZ9,IPR001680,WD40 repeat,SM00320,218,260
Q5MNZ9,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,13,284
Q5MNZ9,IPR036322,WD40-repeat-containing domain superfamily,SSF50978,14,345
Q5PRF9,IPR001660,Sterile alpha motif domain,PF00536,300,357
Q5PRF9,IPR001660,Sterile alpha motif domain,SM00454,296,359
Q5QJ74,IPR000626,Ubiquitin-like domain,PF14560,351,421
Q5QJ74,IPR000626,Ubiquitin-like domain,PS50053,334,424
Q5QP82,IPR001680,WD40 repeat,PF00400,202,238
Q5QP82,IPR001680,WD40 repeat,PF00400,245,281
Q5QP82,IPR001680,WD40 repeat,PF00400,520,555
Q5QP82,IPR001680,WD40 repeat,PS50082,207,240
Q5QP82,IPR001680,WD40 repeat,PS50082,249,281
Q5QP82,IPR001680,WD40 repeat,SM00320,159,196
Q5QP82,IPR001680,WD40 repeat,SM00320,199,238
Q5QP82,IPR001680,WD40 repeat,SM00320,242,281
Q5QP82,IPR001680,WD40 repeat,SM00320,288,327
Q5QP82,IPR001680,WD40 repeat,SM00320,517,556
Q5QP82,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,148,329
Q5QP82,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,396,558
Q5QP82,IPR036322,WD40-repeat-containing domain superfamily,SSF50978,167,555
Q5R3F8,IPR001611,Leucine-rich repeat,PF13855,80,139
Q5R3F8,IPR001611,Leucine-rich repeat,PS51450,80,101
Q5R3I4,IPR011990,Tetratricopeptide-like helical domain superfamily,G3DSA:1.25.40.10,113,280
